+--------------------+------------+------------+------------+------------+------------+
|      Palabra       | P3/TC1.txt | P3/TC2.txt | P3/TC3.txt | P3/TC4.txt | P3/TC5.txt |
|      toddler       |     0      |     0      |     0      |     0      |     1      |
|        toe         |     0      |     0      |     0      |     1      |     0      |
|       token        |     0      |     0      |     0      |     1      |     2      |
|       tokyo        |     0      |     0      |     0      |     1      |     1      |
|        told        |     0      |     0      |     0      |     0      |     1      |
|     tolerance      |     0      |     0      |     0      |     0      |     1      |
|        toll        |     0      |     0      |     0      |     1      |     1      |
|        tom         |     0      |     0      |     0      |     0      |     1      |
|       tomato       |     0      |     0      |     1      |     0      |     0      |
|      tomorrow      |     0      |     0      |     0      |     0      |     1      |
|       toner        |     0      |     0      |     0      |     0      |     4      |
|       tones        |     0      |     0      |     0      |     1      |     0      |
|        tony        |     0      |     0      |     0      |     0      |     1      |
|      toolbox       |     0      |     0      |     0      |     0      |     1      |
|      toolkit       |     0      |     0      |     0      |     0      |     1      |
|       tools        |     0      |     0      |     0      |     1      |     1      |
|       tooth        |     0      |     0      |     0      |     0      |     2      |
|       topic        |     0      |     0      |     0      |     0      |     1      |
|      topless       |     0      |     0      |     0      |     0      |     2      |
|      toronto       |     0      |     0      |     0      |     0      |     1      |
|      torture       |     0      |     0      |     0      |     0      |     2      |
|      toshiba       |     0      |     0      |     0      |     0      |     2      |
|       total        |     0      |     0      |     0      |     0      |     1      |
|      totally       |     0      |     0      |     0      |     0      |     1      |
|       totals       |     0      |     0      |     0      |     0      |     2      |
|       touch        |     0      |     1      |     0      |     0      |     0      |
|      touched       |     0      |     0      |     0      |     0      |     1      |
|        tour        |     0      |     0      |     0      |     0      |     2      |
|      touring       |     0      |     0      |     0      |     0      |     1      |
|      tourist       |     0      |     0      |     0      |     0      |     1      |
|     tournament     |     0      |     0      |     0      |     0      |     1      |
|    tournaments     |     0      |     0      |     0      |     0      |     1      |
|      towards       |     0      |     0      |     0      |     0      |     2      |
|       tower        |     0      |     0      |     0      |     1      |     1      |
|        town        |     0      |     0      |     0      |     0      |     1      |
|       towns        |     0      |     0      |     0      |     0      |     2      |
|       toxic        |     0      |     0      |     0      |     0      |     1      |
|        toy         |     0      |     0      |     0      |     0      |     3      |
|         tp         |     0      |     0      |     1      |     0      |     1      |
|         tr         |     0      |     0      |     0      |     0      |     3      |
|       trace        |     0      |     0      |     0      |     0      |     1      |
|       track        |     0      |     0      |     0      |     0      |     1      |
|     trackback      |     0      |     0      |     0      |     0      |     3      |
|     trackbacks     |     0      |     0      |     0      |     0      |     1      |
|      tracked       |     0      |     0      |     1      |     0      |     2      |
|      tracker       |     0      |     0      |     0      |     0      |     1      |
|       tract        |     0      |     0      |     0      |     0      |     1      |
|     trademarks     |     0      |     0      |     0      |     0      |     2      |
|       trader       |     0      |     0      |     0      |     0      |     2      |
|      trading       |     0      |     0      |     0      |     0      |     2      |
|      traffic       |     0      |     0      |     0      |     0      |     2      |
|      tragedy       |     0      |     0      |     0      |     1      |     2      |
|       trail        |     0      |     0      |     0      |     0      |     1      |
|      trailer       |     0      |     0      |     0      |     0      |     1      |
|       trails       |     0      |     0      |     0      |     0      |     1      |
|       train        |     0      |     0      |     1      |     0      |     1      |
|      trained       |     1      |     0      |     0      |     0      |     0      |
|       tranny       |     0      |     0      |     0      |     0      |     2      |
|   transcription    |     0      |     0      |     0      |     0      |     2      |
|    transcripts     |     0      |     0      |     0      |     0      |     1      |
|     transexual     |     0      |     0      |     0      |     0      |     2      |
|    transexuales    |     0      |     0      |     0      |     0      |     2      |
|      transfer      |     0      |     0      |     0      |     0      |     1      |
|     transfers      |     0      |     0      |     0      |     0      |     1      |
|     transform      |     0      |     0      |     0      |     1      |     0      |
|     transition     |     0      |     0      |     0      |     0      |     2      |
|     translate      |     0      |     0      |     0      |     1      |     0      |
|    translation     |     0      |     0      |     0      |     0      |     1      |
|    translations    |     0      |     0      |     0      |     0      |     2      |
|      transmit      |     0      |     0      |     1      |     0      |     1      |
|    transparent     |     0      |     0      |     0      |     0      |     1      |
|     transport      |     0      |     0      |     0      |     0      |     1      |
|   transportation   |     0      |     0      |     0      |     0      |     1      |
|        trap        |     0      |     0      |     0      |     1      |     3      |
|       trash        |     0      |     0      |     0      |     0      |     1      |
|       travel       |     0      |     0      |     0      |     0      |     1      |
|      traveler      |     0      |     0      |     0      |     0      |     2      |
|     travelers      |     0      |     0      |     0      |     0      |     1      |
|     traveling      |     0      |     0      |     0      |     0      |     2      |
|     travelling     |     0      |     0      |     0      |     1      |     4      |
|        tray        |     0      |     0      |     0      |     0      |     1      |
|      treasure      |     0      |     0      |     0      |     0      |     2      |
|     treasurer      |     0      |     0      |     0      |     0      |     2      |
|     treasures      |     0      |     0      |     0      |     0      |     1      |
|       treat        |     0      |     0      |     0      |     0      |     1      |
|      treated       |     0      |     0      |     0      |     0      |     2      |
|     treatment      |     0      |     0      |     0      |     1      |     0      |
|       treaty       |     0      |     0      |     0      |     0      |     1      |
|        tree        |     0      |     0      |     0      |     0      |     2      |
|       trembl       |     0      |     0      |     0      |     0      |     2      |
|       trend        |     0      |     0      |     0      |     0      |     1      |
|       trial        |     0      |     0      |     0      |     0      |     1      |
|      triangle      |     0      |     0      |     0      |     0      |     1      |
|       tribal       |     0      |     0      |     0      |     0      |     2      |
|       tribe        |     0      |     0      |     0      |     1      |     0      |
|      tribune       |     0      |     0      |     0      |     0      |     1      |
|      tribute       |     0      |     0      |     0      |     0      |     2      |
|       tried        |     0      |     0      |     0      |     0      |     1      |
|       tries        |     0      |     0      |     0      |     0      |     1      |
|      trigger       |     0      |     0      |     0      |     1      |     0      |
|        trim        |     0      |     0      |     0      |     0      |     1      |
|      trinity       |     0      |     0      |     0      |     0      |     1      |
|        trio        |     0      |     0      |     0      |     0      |     2      |
|        trip        |     0      |     0      |     0      |     1      |     1      |
|       triple       |     0      |     0      |     0      |     0      |     2      |
|       troops       |     0      |     0      |     0      |     0      |     1      |
|      tropical      |     0      |     0      |     0      |     0      |     1      |
|       trout        |     0      |     0      |     0      |     0      |     1      |
|        troy        |     0      |     0      |     0      |     0      |     1      |
|       trucks       |     0      |     0      |     0      |     0      |     1      |
|        true        |     0      |     0      |     0      |     0      |     1      |
|       trust        |     0      |     0      |     0      |     0      |     1      |
|      trusted       |     0      |     0      |     0      |     0      |     1      |
|      trustee       |     0      |     0      |     0      |     0      |     1      |
|        tub         |     0      |     0      |     0      |     0      |     1      |
|       tubes        |     0      |     0      |     0      |     0      |     1      |
|        tue         |     0      |     0      |     0      |     1      |     0      |
|      tuesday       |     0      |     0      |     1      |     0      |     1      |
|       tumor        |     0      |     0      |     0      |     0      |     1      |
|       tuner        |     0      |     0      |     0      |     0      |     1      |
|       tuning       |     0      |     0      |     0      |     0      |     1      |
|      turkish       |     0      |     1      |     0      |     0      |     2      |
|        turn        |     0      |     0      |     0      |     1      |     2      |
|       turns        |     0      |     0      |     0      |     0      |     1      |
|       turtle       |     0      |     0      |     0      |     0      |     2      |
|      tutorial      |     0      |     0      |     0      |     0      |     1      |
|     tutorials      |     0      |     0      |     0      |     0      |     1      |
|        tvs         |     0      |     0      |     0      |     0      |     1      |
|       twelve       |     0      |     0      |     1      |     0      |     0      |
|       twenty       |     0      |     0      |     0      |     0      |     2      |
|       twice        |     0      |     0      |     0      |     0      |     1      |
|       twinks       |     0      |     0      |     0      |     0      |     1      |
|       twins        |     0      |     0      |     0      |     0      |     2      |
|       twist        |     0      |     0      |     0      |     0      |     1      |
|      twisted       |     0      |     0      |     0      |     0      |     2      |
|        two         |     0      |     0      |     1      |     0      |     3      |
|         ty         |     0      |     0      |     0      |     0      |     1      |
|       tyler        |     0      |     0      |     0      |     0      |     3      |
|        type        |     0      |     0      |     0      |     0      |     1      |
|     typically      |     0      |     0      |     0      |     0      |     1      |
|         u          |     0      |     0      |     0      |     1      |     1      |
|         uc         |     0      |     0      |     1      |     0      |     0      |
|       uganda       |     0      |     0      |     0      |     0      |     2      |
|        ugly        |     0      |     0      |     0      |     0      |     2      |
|         uh         |     0      |     0      |     0      |     1      |     0      |
|         ui         |     0      |     0      |     0      |     0      |     3      |
|      ukraine       |     0      |     0      |     0      |     0      |     3      |
|     ultimately     |     0      |     0      |     0      |     0      |     2      |
|       ultra        |     0      |     0      |     0      |     0      |     1      |
|       ultram       |     0      |     0      |     0      |     1      |     0      |
|         um         |     0      |     0      |     0      |     0      |     3      |
|         un         |     0      |     0      |     0      |     0      |     1      |
|    unauthorized    |     0      |     0      |     0      |     0      |     1      |
|    unavailable     |     0      |     0      |     0      |     0      |     1      |
|    uncertainty     |     0      |     0      |     0      |     0      |     1      |
|   undergraduate    |     0      |     0      |     1      |     0      |     0      |
|    underground     |     0      |     0      |     1      |     0      |     1      |
|   understanding    |     0      |     0      |     0      |     1      |     1      |
|     undertaken     |     0      |     0      |     0      |     0      |     1      |
|        undo        |     0      |     1      |     0      |     0      |     0      |
|        une         |     0      |     0      |     0      |     0      |     2      |
|   unfortunately    |     0      |     0      |     0      |     1      |     2      |
|        uni         |     1      |     0      |     0      |     0      |     1      |
|      unified       |     0      |     0      |     0      |     1      |     0      |
|       unions       |     0      |     0      |     0      |     0      |     3      |
|     uniprotkb      |     0      |     0      |     0      |     0      |     1      |
|       unique       |     0      |     0      |     0      |     0      |     2      |
|       units        |     0      |     0      |     0      |     0      |     1      |
|       unity        |     0      |     1      |     0      |     0      |     0      |
|        univ        |     0      |     0      |     0      |     0      |     1      |
|     universal      |     0      |     0      |     0      |     0      |     3      |
|      universe      |     0      |     0      |     0      |     0      |     1      |
|     university     |     0      |     0      |     0      |     0      |     1      |
|        unix        |     0      |     0      |     0      |     0      |     1      |
|      unknown       |     0      |     0      |     0      |     0      |     1      |
|       unless       |     0      |     0      |     1      |     0      |     0      |
|      unlikely      |     0      |     0      |     1      |     0      |     1      |
|       unlock       |     0      |     0      |     0      |     1      |     2      |
|    unnecessary     |     0      |     0      |     0      |     0      |     1      |
|      untitled      |     0      |     0      |     0      |     0      |     1      |
|      unusual       |     0      |     0      |     0      |     0      |     3      |
|         up         |     0      |     0      |     0      |     0      |     1      |
|      upcoming      |     0      |     0      |     0      |     0      |     1      |
|       update       |     0      |     0      |     0      |     1      |     1      |
|      updated       |     0      |     0      |     0      |     0      |     1      |
|      updating      |     0      |     0      |     0      |     1      |     0      |
|       upload       |     0      |     0      |     0      |     0      |     1      |
|      uploaded      |     0      |     0      |     0      |     0      |     2      |
|        upon        |     0      |     0      |     0      |     1      |     0      |
|       upset        |     0      |     0      |     0      |     0      |     2      |
|      upskirt       |     0      |     0      |     0      |     0      |     3      |
|      upskirts      |     0      |     0      |     0      |     0      |     2      |
|         ur         |     0      |     0      |     0      |     1      |     0      |
|       urban        |     0      |     0      |     0      |     0      |     2      |
|        urge        |     0      |     0      |     0      |     0      |     1      |
|        uri         |     0      |     0      |     0      |     0      |     1      |
|      uruguay       |     0      |     0      |     0      |     1      |     0      |
|        usa         |     0      |     0      |     1      |     0      |     2      |
|       usage        |     0      |     0      |     0      |     0      |     3      |
|        usb         |     0      |     0      |     0      |     1      |     0      |
|        usda        |     0      |     0      |     0      |     0      |     2      |
|        used        |     0      |     0      |     1      |     0      |     0      |
|       useful       |     0      |     0      |     0      |     0      |     4      |
|        user        |     0      |     0      |     0      |     0      |     3      |
|        uses        |     0      |     0      |     1      |     0      |     0      |
|       using        |     0      |     0      |     0      |     0      |     1      |
|        usps        |     0      |     0      |     0      |     1      |     1      |
|        usr         |     0      |     0      |     0      |     0      |     2      |
|      usually       |     0      |     0      |     0      |     0      |     1      |
|      utilize       |     0      |     0      |     0      |     0      |     1      |
|       utils        |     0      |     0      |     1      |     0      |     1      |
|         uv         |     0      |     0      |     0      |     0      |     2      |
|         uw         |     0      |     0      |     0      |     0      |     1      |
|     uzbekistan     |     0      |     0      |     0      |     0      |     2      |
|         v          |     0      |     0      |     0      |     0      |     3      |
|         va         |     0      |     0      |     0      |     0      |     1      |
|     vacancies      |     0      |     0      |     0      |     1      |     0      |
|      vacation      |     0      |     0      |     0      |     0      |     1      |
|     vacations      |     0      |     0      |     0      |     0      |     3      |
|      vaccine       |     0      |     0      |     0      |     0      |     1      |
|       vagina       |     1      |     0      |     1      |     0      |     0      |
|     valentine      |     0      |     0      |     0      |     0      |     1      |
|      validity      |     0      |     0      |     1      |     0      |     3      |
|       valium       |     0      |     0      |     0      |     0      |     2      |
|      valuable      |     0      |     0      |     0      |     0      |     1      |
|     valuation      |     0      |     0      |     0      |     0      |     1      |
|       valued       |     0      |     0      |     0      |     0      |     2      |
|       valve        |     0      |     0      |     0      |     0      |     1      |
|        van         |     0      |     0      |     0      |     0      |     2      |
|        var         |     0      |     0      |     0      |     1      |     0      |
|      variable      |     0      |     0      |     0      |     1      |     0      |
|      variance      |     0      |     0      |     0      |     1      |     2      |
|     variations     |     0      |     0      |     0      |     1      |     1      |
|       varied       |     0      |     0      |     0      |     0      |     2      |
|       varies       |     0      |     0      |     0      |     0      |     1      |
|      variety       |     0      |     1      |     0      |     0      |     0      |
|        vast        |     0      |     0      |     0      |     0      |     1      |
|      vatican       |     0      |     0      |     0      |     0      |     1      |
|       vault        |     0      |     0      |     0      |     1      |     0      |
|         vc         |     0      |     0      |     0      |     0      |     1      |
|        vcr         |     0      |     0      |     0      |     0      |     1      |
|         ve         |     0      |     0      |     0      |     0      |     2      |
|       vegas        |     0      |     0      |     0      |     0      |     1      |
|     vegetables     |     0      |     0      |     0      |     0      |     1      |
|      vehicle       |     0      |     0      |     0      |     0      |     1      |
|      vehicles      |     0      |     0      |     0      |     0      |     1      |
|       velvet       |     0      |     0      |     0      |     0      |     1      |
|       vendor       |     0      |     0      |     0      |     0      |     1      |
|     venezuela      |     0      |     0      |     0      |     0      |     1      |
|      ventures      |     0      |     0      |     0      |     0      |     1      |
|       venues       |     0      |     0      |     0      |     0      |     1      |
|        ver         |     0      |     0      |     0      |     0      |     1      |
|      verizon       |     0      |     0      |     0      |     0      |     1      |
|      vermont       |     0      |     0      |     0      |     1      |     0      |
|       vernon       |     0      |     0      |     0      |     1      |     0      |
|       verse        |     0      |     0      |     0      |     1      |     0      |
|       vertex       |     0      |     0      |     0      |     0      |     1      |
|      vertical      |     0      |     0      |     0      |     0      |     1      |
|        very        |     0      |     0      |     0      |     0      |     1      |
|    verzeichnis     |     0      |     0      |     0      |     0      |     1      |
|      vessels       |     0      |     1      |     0      |     0      |     1      |
|      veteran       |     0      |     0      |     0      |     0      |     2      |
|      veterans      |     0      |     0      |     0      |     0      |     1      |
|     veterinary     |     0      |     0      |     0      |     0      |     1      |
|         vg         |     0      |     0      |     0      |     0      |     1      |
|        vhs         |     0      |     0      |     0      |     1      |     0      |
|         vi         |     0      |     0      |     0      |     0      |     1      |
|        via         |     0      |     0      |     0      |     1      |     1      |
|      vibrator      |     0      |     0      |     0      |     0      |     2      |
|     vibrators      |     0      |     0      |     1      |     0      |     1      |
|        vice        |     0      |     1      |     0      |     0      |     0      |
|      victims       |     0      |     0      |     0      |     0      |     2      |
|       victor       |     0      |     0      |     0      |     0      |     1      |
|      victory       |     0      |     0      |     1      |     0      |     1      |
|        vid         |     0      |     0      |     0      |     0      |     1      |
|       videos       |     0      |     0      |     0      |     0      |     1      |
|        vids        |     0      |     0      |     0      |     0      |     1      |
|       vienna       |     0      |     0      |     0      |     0      |     1      |
|     vietnamese     |     0      |     0      |     0      |     0      |     1      |
|        view        |     0      |     0      |     0      |     0      |     2      |
|       viewed       |     0      |     0      |     0      |     0      |     1      |
|      viewers       |     0      |     0      |     0      |     0      |     1      |
|       views        |     0      |     0      |     0      |     0      |     2      |
|        vii         |     0      |     0      |     0      |     0      |     1      |
|      village       |     0      |     0      |     0      |     0      |     1      |
|      villages      |     0      |     0      |     0      |     1      |     0      |
|       villas       |     0      |     0      |     0      |     0      |     1      |
|      vincent       |     0      |     0      |     0      |     0      |     2      |
|      vintage       |     0      |     0      |     0      |     1      |     0      |
|       vinyl        |     0      |     0      |     0      |     0      |     1      |
|     violation      |     0      |     0      |     0      |     0      |     1      |
|     violations     |     0      |     0      |     0      |     0      |     1      |
|      violence      |     0      |     1      |     0      |     0      |     1      |
|       violin       |     0      |     0      |     0      |     0      |     1      |
|       viral        |     0      |     0      |     0      |     0      |     2      |
|       virgin       |     0      |     0      |     0      |     0      |     2      |
|      virginia      |     0      |     0      |     1      |     0      |     0      |
|      virtual       |     0      |     0      |     0      |     1      |     0      |
|       virus        |     0      |     0      |     0      |     1      |     0      |
|     visibility     |     0      |     0      |     0      |     0      |     2      |
|       visit        |     0      |     0      |     0      |     0      |     1      |
|      visiting      |     0      |     0      |     0      |     0      |     1      |
|      visitor       |     0      |     0      |     0      |     0      |     2      |
|      visitors      |     0      |     0      |     0      |     0      |     3      |
|       vital        |     0      |     0      |     0      |     1      |     0      |
|      vitamin       |     0      |     0      |     0      |     0      |     2      |
|      vitamins      |     0      |     0      |     0      |     0      |     1      |
|     vocabulary     |     0      |     0      |     0      |     0      |     1      |
|       vocal        |     0      |     0      |     0      |     0      |     1      |
|       voice        |     0      |     0      |     1      |     0      |     0      |
|        void        |     0      |     0      |     0      |     0      |     1      |
|        vol         |     0      |     0      |     0      |     1      |     0      |
|     volkswagen     |     0      |     0      |     0      |     0      |     1      |
|     volleyball     |     0      |     0      |     0      |     0      |     1      |
|       volume       |     0      |     0      |     0      |     0      |     2      |
|     volunteers     |     0      |     0      |     0      |     0      |     1      |
|       volvo        |     0      |     0      |     0      |     0      |     1      |
|        vote        |     0      |     0      |     0      |     0      |     1      |
|       voted        |     0      |     0      |     0      |     0      |     1      |
|       voting       |     0      |     0      |     0      |     0      |     1      |
|     voyeurweb      |     0      |     0      |     0      |     0      |     1      |
|       voyuer       |     0      |     0      |     0      |     1      |     0      |
|         vs         |     0      |     0      |     1      |     0      |     0      |
|       vsnet        |     0      |     0      |     0      |     1      |     0      |
|   vulnerability    |     0      |     0      |     0      |     1      |     0      |
|     vulnerable     |     0      |     0      |     0      |     0      |     3      |
|        wage        |     0      |     0      |     0      |     0      |     1      |
|       wages        |     0      |     0      |     0      |     0      |     1      |
|       wagner       |     0      |     0      |     0      |     0      |     1      |
|       wagon        |     0      |     0      |     0      |     1      |     0      |
|        wait        |     0      |     0      |     0      |     0      |     2      |
|       waiver       |     0      |     0      |     1      |     0      |     0      |
|        wal         |     0      |     0      |     1      |     0      |     2      |
|        walk        |     0      |     0      |     0      |     0      |     1      |
|       walked       |     0      |     0      |     0      |     1      |     0      |
|      walking       |     0      |     0      |     1      |     1      |     2      |
|        wall        |     0      |     0      |     0      |     0      |     1      |
|      wallace       |     0      |     0      |     0      |     0      |     1      |
|       wallet       |     0      |     0      |     0      |     0      |     1      |
|     wallpaper      |     0      |     0      |     0      |     1      |     0      |
|     wallpapers     |     0      |     0      |     0      |     0      |     1      |
|       walls        |     0      |     0      |     0      |     0      |     1      |
|       walnut       |     0      |     0      |     0      |     0      |     1      |
|        wan         |     1      |     0      |     0      |     0      |     1      |
|        wang        |     0      |     0      |     0      |     1      |     1      |
|        want        |     0      |     0      |     1      |     0      |     2      |
|       wanted       |     0      |     0      |     0      |     0      |     1      |
|      wanting       |     0      |     0      |     0      |     0      |     1      |
|       wants        |     0      |     0      |     0      |     0      |     1      |
|        war         |     0      |     0      |     0      |     1      |     1      |
|      warcraft      |     0      |     0      |     0      |     0      |     1      |
|        ward        |     0      |     0      |     0      |     0      |     2      |
|      warning       |     0      |     0      |     0      |     1      |     0      |
|      warnings      |     0      |     0      |     0      |     0      |     1      |
|      warrant       |     0      |     0      |     0      |     0      |     1      |
|     warranties     |     0      |     0      |     0      |     1      |     3      |
|       warren       |     0      |     0      |     0      |     0      |     2      |
|      warriors      |     0      |     0      |     0      |     0      |     1      |
|        wars        |     0      |     0      |     0      |     0      |     1      |
|        was         |     0      |     0      |     0      |     1      |     1      |
|        wash        |     0      |     0      |     0      |     0      |     1      |
|       washer       |     0      |     0      |     0      |     0      |     1      |
|     washington     |     0      |     0      |     0      |     1      |     1      |
|       waste        |     0      |     0      |     1      |     0      |     0      |
|      watches       |     0      |     0      |     0      |     1      |     2      |
|     waterproof     |     0      |     0      |     0      |     0      |     2      |
|     watershed      |     0      |     0      |     0      |     0      |     1      |
|       watts        |     0      |     0      |     0      |     0      |     1      |
|        wav         |     0      |     0      |     0      |     1      |     0      |
|        wave        |     0      |     0      |     1      |     0      |     1      |
|        way         |     0      |     1      |     0      |     0      |     1      |
|       wayne        |     0      |     0      |     0      |     0      |     1      |
|        ways        |     0      |     0      |     0      |     0      |     1      |
|         we         |     0      |     0      |     0      |     0      |     1      |
|        weak        |     0      |     0      |     0      |     1      |     0      |
|       weapon       |     0      |     0      |     0      |     0      |     2      |
|      weapons       |     0      |     0      |     0      |     1      |     0      |
|      wearing       |     0      |     0      |     0      |     1      |     0      |
|      weather       |     0      |     0      |     0      |     0      |     1      |
|        web         |     0      |     0      |     0      |     0      |     3      |
|      webcams       |     0      |     0      |     0      |     0      |     4      |
|      webcast       |     1      |     0      |     0      |     0      |     0      |
|       weblog       |     0      |     0      |     0      |     0      |     3      |
|      weblogs       |     0      |     0      |     0      |     0      |     2      |
|     webmaster      |     0      |     0      |     0      |     0      |     3      |
|      webpage       |     0      |     0      |     0      |     0      |     1      |
|      webshots      |     0      |     0      |     1      |     0      |     1      |
|      website       |     0      |     0      |     0      |     1      |     0      |
|      webster       |     0      |     0      |     0      |     0      |     1      |
|        wed         |     0      |     0      |     0      |     0      |     1      |
|      wedding       |     0      |     0      |     0      |     1      |     0      |
|      weddings      |     0      |     0      |     0      |     0      |     1      |
|     wednesday      |     0      |     0      |     0      |     0      |     1      |
|        week        |     0      |     0      |     0      |     0      |     1      |
|      weekend       |     0      |     0      |     0      |     0      |     1      |
|       weekly       |     0      |     0      |     0      |     1      |     0      |
|       weight       |     0      |     1      |     0      |     0      |     0      |
|      weighted      |     0      |     0      |     0      |     0      |     1      |
|       weird        |     0      |     0      |     0      |     0      |     1      |
|      welcome       |     0      |     0      |     0      |     0      |     1      |
|      welding       |     0      |     0      |     0      |     0      |     1      |
|        well        |     0      |     0      |     0      |     0      |     1      |
|       wells        |     0      |     0      |     0      |     0      |     1      |
|        west        |     0      |     0      |     0      |     0      |     1      |
|        wet         |     0      |     0      |     0      |     0      |     2      |
|       whale        |     0      |     0      |     0      |     0      |     1      |
|       whats        |     0      |     0      |     0      |     0      |     1      |
|      whereas       |     0      |     0      |     0      |     0      |     2      |
|      wherever      |     0      |     0      |     0      |     0      |     1      |
|       which        |     0      |     0      |     0      |     0      |     1      |
|       whilst       |     0      |     0      |     0      |     0      |     1      |
|       white        |     0      |     0      |     0      |     0      |     1      |
|        who         |     0      |     0      |     0      |     0      |     1      |
|       whole        |     0      |     0      |     0      |     0      |     2      |
|       whore        |     0      |     0      |     0      |     0      |     1      |
|        why         |     0      |     0      |     0      |     0      |     3      |
|      wichita       |     0      |     0      |     0      |     0      |     1      |
|       widely       |     0      |     0      |     1      |     0      |     2      |
|       wider        |     0      |     0      |     0      |     0      |     1      |
|        wifi        |     0      |     0      |     0      |     0      |     1      |
|        wiki        |     0      |     0      |     0      |     0      |     1      |
|     wikipedia      |     0      |     0      |     0      |     0      |     1      |
|        wild        |     0      |     0      |     0      |     1      |     0      |
|     wilderness     |     0      |     0      |     0      |     0      |     5      |
|      william       |     0      |     0      |     0      |     0      |     1      |
|      williams      |     0      |     0      |     1      |     0      |     0      |
|      willing       |     0      |     0      |     0      |     0      |     2      |
|       wilson       |     0      |     0      |     0      |     0      |     3      |
|        win         |     0      |     1      |     0      |     1      |     0      |
|        wind        |     0      |     0      |     0      |     0      |     1      |
|       winds        |     0      |     0      |     0      |     0      |     1      |
|      windsor       |     0      |     0      |     1      |     0      |     0      |
|        wing        |     0      |     0      |     0      |     0      |     1      |
|      winners       |     0      |     0      |     0      |     0      |     1      |
|      winston       |     0      |     0      |     0      |     1      |     0      |
|        wire        |     0      |     0      |     0      |     0      |     1      |
|     wisconsin      |     0      |     0      |     0      |     0      |     1      |
|        wise        |     0      |     0      |     0      |     0      |     1      |
|      wishlist      |     0      |     0      |     0      |     1      |     0      |
|       witch        |     0      |     0      |     0      |     0      |     2      |
|        with        |     0      |     0      |     0      |     1      |     0      |
|       within       |     0      |     0      |     0      |     0      |     2      |
|      witness       |     0      |     0      |     0      |     0      |     2      |
|     witnesses      |     0      |     0      |     0      |     0      |     2      |
|       wizard       |     0      |     0      |     0      |     0      |     1      |
|         wm         |     0      |     0      |     0      |     0      |     2      |
|        wma         |     0      |     0      |     1      |     0      |     1      |
|       women        |     0      |     0      |     1      |     0      |     0      |
|       womens       |     0      |     0      |     0      |     0      |     1      |
|        won         |     0      |     0      |     0      |     0      |     1      |
|       wonder       |     0      |     0      |     1      |     0      |     1      |
|        wood        |     0      |     3      |     0      |     0      |     0      |
|       wooden       |     0      |     0      |     1      |     0      |     1      |
|     worcester      |     0      |     0      |     0      |     0      |     1      |
|     wordpress      |     0      |     0      |     0      |     0      |     2      |
|       words        |     0      |     0      |     0      |     1      |     1      |
|        work        |     0      |     0      |     0      |     1      |     1      |
|       worked       |     0      |     0      |     0      |     0      |     2      |
|       worker       |     0      |     0      |     0      |     1      |     0      |
|      workers       |     0      |     0      |     0      |     0      |     1      |
|      workflow      |     0      |     0      |     0      |     0      |     1      |
|       works        |     0      |     0      |     1      |     0      |     0      |
|      workshop      |     0      |     0      |     0      |     0      |     2      |
|       world        |     0      |     0      |     0      |     0      |     2      |
|      worldcat      |     0      |     0      |     0      |     0      |     4      |
|       worlds       |     0      |     0      |     0      |     0      |     1      |
|     worldwide      |     0      |     0      |     0      |     0      |     1      |
|       worry        |     0      |     0      |     0      |     1      |     1      |
|       worse        |     1      |     0      |     0      |     0      |     0      |
|       worth        |     0      |     0      |     0      |     0      |     1      |
|       worthy       |     0      |     0      |     0      |     0      |     1      |
|       would        |     0      |     0      |     0      |     1      |     0      |
|       wound        |     0      |     0      |     0      |     1      |     1      |
|        wow         |     0      |     0      |     0      |     0      |     1      |
|         wp         |     0      |     0      |     0      |     0      |     1      |
|         wr         |     0      |     0      |     0      |     0      |     1      |
|        wrap        |     0      |     0      |     0      |     0      |     4      |
|     wrestling      |     0      |     0      |     0      |     0      |     1      |
|       writer       |     0      |     0      |     0      |     0      |     1      |
|       writes       |     0      |     0      |     0      |     0      |     1      |
|      writings      |     0      |     0      |     0      |     0      |     1      |
|       wrong        |     0      |     0      |     0      |     0      |     1      |
|       wrote        |     0      |     0      |     1      |     0      |     2      |
|         wt         |     0      |     0      |     0      |     0      |     1      |
|         wu         |     0      |     0      |     0      |     0      |     1      |
|         wv         |     0      |     0      |     0      |     1      |     0      |
|         ww         |     0      |     0      |     0      |     0      |     1      |
|        www         |     0      |     0      |     0      |     0      |     3      |
|         wx         |     0      |     0      |     0      |     0      |     1      |
|         x          |     0      |     0      |     0      |     0      |     2      |
|       xerox        |     0      |     0      |     0      |     0      |     1      |
|       xhtml        |     0      |     0      |     0      |     0      |     1      |
|        xml         |     0      |     0      |     0      |     0      |     2      |
|         y          |     0      |     0      |     0      |     1      |     0      |
|         ya         |     0      |     0      |     1      |     0      |     0      |
|       yamaha       |     0      |     0      |     0      |     0      |     1      |
|        yang        |     0      |     0      |     0      |     0      |     1      |
|        yarn        |     0      |     0      |     0      |     0      |     3      |
|         ye         |     0      |     0      |     0      |     0      |     1      |
|        yea         |     0      |     0      |     0      |     0      |     1      |
|        yeah        |     0      |     0      |     0      |     0      |     1      |
|        year        |     0      |     0      |     0      |     0      |     1      |
|       yearly       |     0      |     0      |     0      |     0      |     1      |
|       yeast        |     0      |     0      |     0      |     0      |     1      |
|       yellow       |     0      |     0      |     0      |     1      |     0      |
