+------------+---------+----------------------------+-------------+---------------------+
|  Archivo   | Decimal |          Binario           | Hexadecimal | Tiempo Transcurrido |
| P2/TC4.txt |   -4    |           -0b100           |    -0x4     |      0.0059 s       |
| P2/TC4.txt |   -38   |         -0b100110          |    -0x26    |      0.0059 s       |
| P2/TC4.txt |   26    |          0b11010           |    0x1a     |      0.0059 s       |
| P2/TC4.txt |   49    |          0b110001          |    0x31     |      0.0059 s       |
| P2/TC4.txt |   29    |          0b11101           |    0x1d     |      0.0059 s       |
| P2/TC4.txt |   42    |          0b101010          |    0x2a     |      0.0059 s       |
| P2/TC4.txt |   -16   |          -0b10000          |    -0x10    |      0.0059 s       |
| P2/TC4.txt |   34    |          0b100010          |    0x22     |      0.0059 s       |
| P2/TC4.txt |   20    |          0b10100           |    0x14     |      0.0059 s       |
| P2/TC4.txt |    0    |            0b0             |     0x0     |      0.0059 s       |
| P2/TC4.txt |   25    |          0b11001           |    0x19     |      0.0059 s       |
| P2/TC4.txt |   45    |          0b101101          |    0x2d     |      0.0059 s       |
| P2/TC4.txt |    3    |            0b11            |     0x3     |      0.0059 s       |
| P2/TC4.txt |   -46   |         -0b101110          |    -0x2e    |      0.0059 s       |
| P2/TC4.txt |   -46   |         -0b101110          |    -0x2e    |      0.0059 s       |
| P2/TC4.txt |   29    |          0b11101           |    0x1d     |      0.0059 s       |
| P2/TC4.txt |   33    |          0b100001          |    0x21     |      0.0059 s       |
| P2/TC4.txt |   29    |          0b11101           |    0x1d     |      0.0059 s       |
| P2/TC4.txt |   26    |          0b11010           |    0x1a     |      0.0059 s       |
| P2/TC4.txt |   -5    |           -0b101           |    -0x5     |      0.0059 s       |
| P2/TC4.txt |   -36   |         -0b100100          |    -0x24    |      0.0059 s       |
| P2/TC4.txt |   12    |           0b1100           |     0xc     |      0.0059 s       |
| P2/TC4.txt |   45    |          0b101101          |    0x2d     |      0.0059 s       |
| P2/TC4.txt |   -50   |         -0b110010          |    -0x32    |      0.0059 s       |
| P2/TC4.txt |    0    |            0b0             |     0x0     |      0.0059 s       |
| P2/TC4.txt |   -6    |           -0b110           |    -0x6     |      0.0059 s       |
+------------+---------+----------------------------+-------------+---------------------+
